solver_upper,solver_lower,Δp,seed,profit,market_share,num_evals,time,status
LD_MMA,Ipopt,nothing,1,369523.35100522,6.281331171600099,57,2927.388349056244,4
LD_MMA,Ipopt,nothing,2,319324.6427443133,6.434705664578061,57,2780.2165780067444,4
LD_MMA,Ipopt,nothing,3,360352.16414853133,6.5808096766567,60,3062.843197107315,4
LD_MMA,Ipopt,nothing,4,363082.0923797429,6.460565006687831,60,3123.9112889766693,4
LD_MMA,Ipopt,nothing,5,374396.0648059043,6.328558034627275,57,2961.078145980835,4
LD_MMA,Ipopt,nothing,6,358114.98152800533,6.191722678203054,58,2993.763321876526,4
LD_MMA,Ipopt,nothing,7,358894.43974197324,6.275367062460499,58,2930.235079050064,4
LD_MMA,Ipopt,nothing,8,346924.9173690083,6.330849145471191,61,3128.324747800827,4
LD_MMA,Ipopt,nothing,9,353932.7637797668,6.591812236705967,58,2978.2513270378113,4
LD_MMA,Ipopt,nothing,10,360641.74436154397,6.394534482828754,58,2845.8516099452972,4
LN_BOBYQA,Ipopt,0.0,1,297977.62147699925,3.8930735360049527,100,1144.0847730636597,5
LN_BOBYQA,Ipopt,0.0,2,299355.77298776305,3.9404747232021657,100,1082.5064489841461,5
LN_BOBYQA,Ipopt,0.0,3,277492.64827409753,3.759131393699533,100,1122.313206911087,5
LN_BOBYQA,Ipopt,0.0,4,307781.33752304706,4.059088566045905,100,1152.3991768360138,5
LN_BOBYQA,Ipopt,0.0,5,295187.4306268543,3.859893460772294,100,1182.9611599445343,5
LN_BOBYQA,Ipopt,0.0,6,273338.4756316369,3.6000920228228708,100,954.2082068920135,5
LN_BOBYQA,Ipopt,0.0,7,295616.27458341373,3.7874468131431374,100,999.1024839878082,5
LN_BOBYQA,Ipopt,0.0,8,301629.43296452175,3.904028118971772,100,973.1779978275299,5
LN_BOBYQA,Ipopt,0.0,9,286589.33802552376,3.8070028445188564,100,993.2643630504608,5
LN_BOBYQA,Ipopt,0.0,10,306357.57064501574,4.02694776337728,100,982.7908020019531,5
LD_TNEWTON_PRECOND_RESTART,Ipopt,nothing,1,374285.5654676295,6.041712643937134,62,3104.1543350219727,4
LD_TNEWTON_PRECOND_RESTART,Ipopt,nothing,4,378759.2477216333,6.0447506876567285,56,2764.367919921875,4
LN_COBYLA,Ipopt,0.0,1,368770.77971220895,5.154334896050398,100,1043.3742561340332,5
LN_COBYLA,Ipopt,0.0,2,371232.7086212399,5.234096040616625,100,1079.748556137085,5
LN_COBYLA,Ipopt,0.0,3,340062.9032832226,4.925229352545818,100,1151.005206823349,5
LN_COBYLA,Ipopt,0.0,4,368212.45521732606,5.284610897966902,100,1045.847148180008,5
LN_COBYLA,Ipopt,0.0,5,365393.8200764219,5.200453644061956,100,1072.3246850967407,5
LN_COBYLA,Ipopt,0.0,6,336817.12414661905,4.700154258913552,100,1098.9553389549255,5
LN_COBYLA,Ipopt,0.0,7,362356.2631309275,4.952592988627873,100,1035.2730069160461,5
LN_COBYLA,Ipopt,0.0,8,364983.8689721409,5.103900633505085,100,1041.5780990123749,5
LN_COBYLA,Ipopt,0.0,9,345868.855240273,4.772237635224206,100,1089.8890671730042,5
LN_COBYLA,Ipopt,0.0,10,375547.58596656244,5.284457465353491,100,1023.4139959812164,5
LN_NELDERMEAD,Ipopt,0.0,1,368770.7797122093,5.154334896050398,100,1029.9820940494537,5
LN_NELDERMEAD,Ipopt,0.0,2,371232.7086212405,5.234096040616625,100,1155.5187888145447,5
LN_NELDERMEAD,Ipopt,0.0,3,340062.90328358323,4.931194237636005,100,1123.0712430477142,5
LN_NELDERMEAD,Ipopt,0.0,4,368212.4552173274,5.284610897966902,100,1079.9773318767548,5
LN_NELDERMEAD,Ipopt,0.0,5,365393.82007642306,5.200453644061957,100,1069.9418380260468,5
LN_NELDERMEAD,Ipopt,0.0,6,336817.12414661655,4.700154258913552,100,1003.5985488891602,5
LN_NELDERMEAD,Ipopt,0.0,7,362356.26313091733,4.952592988627873,100,1048.8882961273193,5
LN_NELDERMEAD,Ipopt,0.0,8,364983.86897214066,5.103900633505085,100,969.1135029792786,5
LN_NELDERMEAD,Ipopt,0.0,9,345868.8552402731,4.772237635224206,100,1127.8717539310455,5
LN_NELDERMEAD,Ipopt,0.0,10,375547.5859665647,5.2844574653534915,100,1156.0585510730743,5
LD_CCSAQ,Ipopt,nothing,1,374287.53230167157,6.041903274738079,61,3224.8785610198975,4
LD_CCSAQ,Ipopt,nothing,2,386275.29943069845,5.983625043111539,60,2969.909969806671,4
LD_CCSAQ,Ipopt,nothing,3,357828.6772629269,6.32449112674849,61,2903.837574005127,4
LD_CCSAQ,Ipopt,nothing,4,378759.3506686415,6.044780871279457,59,2952.851217985153,4
LD_CCSAQ,Ipopt,nothing,5,377585.18819117936,6.187277191005196,61,3007.517009973526,4
LD_CCSAQ,Ipopt,nothing,6,357932.69040892785,5.856561795392329,61,3102.083848953247,4
LD_CCSAQ,Ipopt,nothing,7,365780.49135180935,5.613264808250105,59,3015.02862405777,4
LD_CCSAQ,Ipopt,nothing,8,345286.2376051097,5.821766834284973,58,2842.756448984146,4
LD_CCSAQ,Ipopt,nothing,9,352682.0504250703,6.401288787080837,60,3061.2380788326263,4
LD_CCSAQ,Ipopt,nothing,10,364185.8161657268,6.141413958902178,59,2888.3543219566345,4
LN_NEWUOA_BOUND,Ipopt,0.0,1,296056.5240687083,3.865897697776273,100,1021.5894551277161,5
LN_NEWUOA_BOUND,Ipopt,0.0,2,297281.23558716115,3.9125716510869886,100,1070.2945890426636,5
